Дата, дд.мм.гг	 Время, чч:мм:сс	               + мкс	  Время со старта, с	        Номер каналa	Тип информации  (АЭ)	      Амплитуда, АЦП	       Амплитуда, дБ	      Амплитуда, мкВ	  Ампл./Выбросы, мкВ	   Энергия*1e-24, Дж	         Энергия, дБ	      Энергия, MARSE	   Длительность, мкс	Время нарастания,мкс	      Число выбросов	Выбросы/Длительн,кГц	    Аппаратные флаги
06.10.23	            12:21:53	              489543	                1480	                  04	                (АЭ)	                  21	                36.2	                64.2	                64.2	            15966638	                72.0	           3995827.6	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:53	              489346	                1480	                  03	                (АЭ)	                  31	                39.5	                94.8	                19.0	            47311778	                76.7	           6878355.7	                 288	                  27	                   5	                  17	                 ---
06.10.23	            12:21:53	              490272	                1480	                  04	                (АЭ)	                  28	                38.7	                85.7	                21.4	            31214972	                74.9	           5587036.1	                  87	                   2	                   4	                  45	                 ---
06.10.23	            12:21:53	              491011	                1480	                  03	                (АЭ)	                  22	                36.6	                67.3	                33.6	            27520891	                74.4	           5246035.7	                 114	                   1	                   2	                  17	                 ---
06.10.23	            12:21:53	              493013	                1480	                  03	                (АЭ)	                  22	                36.6	                67.3	                67.3	            18539563	                72.7	           4305759.3	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:21:53	              456546	                1480	                  12	                (АЭ)	                1597	                73.8	              4885.3	                 2.4	        165742892741	               112.2	         407115331.0	               29427	                 101	                2047	                  69	                 ---
06.10.23	            12:21:53	              456664	                1480	                  14	                (АЭ)	                3524	                80.7	             10780.1	                 5.8	        240106628988	               113.8	         490006764.2	               30062	                 188	                1862	                  61	                 ---
06.10.23	            12:21:53	              456557	                1480	                  11	                (АЭ)	                1452	                73.0	              4441.7	                 2.3	        157126481949	               112.0	         396391828.8	               30639	                 111	                1933	                  63	                 ---
06.10.23	            12:21:53	              456670	                1480	                  13	                (АЭ)	                3967	                81.7	             12135.3	                 6.0	        268638949818	               114.3	         518303916.5	               30378	                 171	                2019	                  66	                 ---
06.10.23	            12:21:53	              487815	                1480	                  11	                (АЭ)	                  28	                38.7	                85.7	                28.6	            47974403	                76.8	           6926355.7	                 582	                   1	                   3	                   5	                 ---
06.10.23	            12:21:53	              487402	                1480	                  14	                (АЭ)	                  22	                36.6	                67.3	                33.6	            34151167	                75.3	           5843900.0	                 316	                 317	                   2	                   6	                 ---
06.10.23	            12:21:53	              486968	                1480	                  12	                (АЭ)	                  27	                38.3	                82.6	                 8.3	            98378463	                79.9	           9918591.8	                1461	                 376	                  10	                   6	                 ---
06.10.23	            12:21:53	              487826	                1480	                  13	                (АЭ)	                  26	                38.0	                79.5	                26.5	            43575773	                76.4	           6601194.8	                 504	                  54	                   3	                   5	                 ---
06.10.23	            12:21:53	              489236	                1480	                  11	                (АЭ)	                  21	                36.2	                64.2	                64.2	            15299147	                71.8	           3911412.4	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:53	              488679	                1480	                  14	                (АЭ)	                  21	                36.2	                64.2	                64.2	            15198270	                71.8	           3898495.9	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:53	              491138	                1480	                  12	                (АЭ)	                  22	                36.6	                67.3	                67.3	            13730968	                71.4	           3705532.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:53	              489001	                1480	                  13	                (АЭ)	                  22	                36.6	                67.3	                67.3	            16285926	                72.1	           4035582.5	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:53	              492736	                1480	                  11	                (АЭ)	                  24	                37.3	                73.4	                24.5	            39166382	                75.9	           6258305.0	                 459	                  53	                   3	                   6	                 ---
06.10.23	            12:21:53	              489630	                1480	                  13	                (АЭ)	                  27	                38.3	                82.6	                82.6	            17833611	                72.5	           4222986.1	                   3	                   1	                   1	                 333	                 ---
06.10.23	            12:21:53	              489478	                1480	                  14	                (АЭ)	                  27	                38.3	                82.6	                16.5	            48156786	                76.8	           6939509.1	                 734	                   2	                   5	                   6	                 ---
06.10.23	            12:21:53	              456678	                1480	                  10	                (АЭ)	                1195	                71.3	              3655.6	                 2.0	        147726327386	               111.7	         384351827.6	               28178	                 182	                1843	                  65	                 ---
06.10.23	            12:21:53	              485430	                1480	                  10	                (АЭ)	                  26	                38.0	                79.5	                 7.2	            92514122	                79.7	           9618426.2	                1126	                 922	                  11	                   9	                 ---
06.10.23	            12:21:53	              456644	                1480	                  09	                (АЭ)	                1539	                73.5	              4707.9	                 2.4	        162124104484	               112.1	         402646376.5	               30584	                 158	                1971	                  64	                 ---
06.10.23	            12:21:53	              487341	                1480	                  10	                (АЭ)	                  26	                38.0	                79.5	                39.8	            41389512	                76.2	           6433468.1	                 387	                 386	                   2	                   5	                 ---
06.10.23	            12:21:53	              488294	                1480	                  10	                (АЭ)	                  25	                37.7	                76.5	                38.2	            23760649	                73.8	           4874489.6	                 112	                 110	                   2	                  17	                 ---
06.10.23	            12:21:53	              488083	                1480	                  09	                (АЭ)	                  26	                38.0	                79.5	                13.3	            47660636	                76.8	           6903668.3	                 567	                 267	                   6	                  10	                 ---
06.10.23	            12:21:53	              490033	                1480	                  10	                (АЭ)	                  21	                36.2	                64.2	                64.2	            13975019	                71.5	           3738317.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:53	              490714	                1480	                  10	                (АЭ)	                  22	                36.6	                67.3	                67.3	            18619853	                72.7	           4315072.8	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:21:53	              456681	                1480	                  02	                (АЭ)	                3682	                81.0	             11263.4	                 5.4	        268495886403	               114.3	         518165887.0	               27063	                 396	                2088	                  77	                 ---
06.10.23	            12:21:53	              484306	                1480	                  02	                (АЭ)	                  29	                39.0	                88.7	                 9.9	            78796722	                79.0	           8876751.8	                 589	                 506	                   9	                  15	                 ---
06.10.23	            12:21:53	              456488	                1480	                  07	                (АЭ)	                5784	                85.0	             17693.5	                 8.5	        279627487592	               114.5	         528798153.9	               29485	                  58	                2082	                  70	                 ---
06.10.23	            12:21:53	              485578	                1480	                  02	                (АЭ)	                  26	                38.0	                79.5	                 8.0	            85244709	                79.3	           9232806.1	                1179	                  64	                  10	                   8	                 ---
06.10.23	            12:21:53	              456651	                1480	                  01	                (АЭ)	                1914	                75.4	              5855.0	                 3.1	        216077669641	               113.3	         464841553.3	               30971	                 167	                1898	                  61	                 ---
06.10.23	            12:21:53	              488143	                1480	                  02	                (АЭ)	                  22	                36.6	                67.3	                67.3	            12980006	                71.1	           3602777.5	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:53	              456452	                1480	                  08	                (АЭ)	                8296	                88.1	             25377.9	                11.0	        438038509658	               116.4	         661844777.6	               31231	                  41	                2300	                  73	                 ---
06.10.23	            12:21:53	              486638	                1480	                  07	                (АЭ)	                  27	                38.3	                82.6	                11.8	           106026773	                80.3	          10296930.3	                1461	                 989	                   7	                   4	                 ---
06.10.23	            12:21:53	              488909	                1480	                  08	                (АЭ)	                  21	                36.2	                64.2	                64.2	            16213029	                72.1	           4026540.6	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:53	              489093	                1480	                  07	                (АЭ)	                  21	                36.2	                64.2	                64.2	            14950663	                71.7	           3866608.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:53	              488369	                1480	                  01	                (АЭ)	                  26	                38.0	                79.5	                 6.6	           138707175	                81.4	          11777401.1	                2216	                 593	                  12	                   5	                 ---
06.10.23	            12:21:53	              489485	                1480	                  08	                (АЭ)	                  22	                36.6	                67.3	                22.4	            43931930	                76.4	           6628116.7	                 510	                  57	                   3	                   5	                 ---
06.10.23	            12:21:53	              490388	                1480	                  07	                (АЭ)	                  23	                36.9	                70.4	                35.2	            23698701	                73.7	           4868131.1	                  27	                   2	                   2	                  74	                 ---
06.10.23	            12:21:53	              490672	                1480	                  08	                (АЭ)	                  26	                38.0	                79.5	                39.8	            33090648	                75.2	           5752447.1	                 150	                 150	                   2	                  13	                 ---
06.10.23	            12:21:53	              491624	                1480	                  08	                (АЭ)	                  22	                36.6	                67.3	                67.3	            17084333	                72.3	           4133319.8	                   2	                   2	                   1	                 500	                 ---
06.10.23	            12:21:53	              697000	                1480	                  14	                (АЭ)	                  23	                36.9	                70.4	                70.4	             5419752	                67.3	           2328036.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:53	              696643	                1480	                  08	                (АЭ)	                  27	                38.3	                82.6	                82.6	             4208012	                66.2	           2051343.9	                   1	                   2	                   1	                1000	                 ---
06.10.23	            12:21:57	              394105	                1484	                  08	                (АЭ)	                  22	                36.6	                67.3	                67.3	             5601574	                67.5	           2366764.5	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:57	              474526	                1484	                  08	                (АЭ)	                  29	                39.0	                88.7	                88.7	             5534947	                67.4	           2352646.7	                   1	                   2	                   1	                1000	                 ---
06.10.23	            12:21:57	              476937	                1484	                  08	                (АЭ)	                  46	                43.0	               140.7	                46.9	            11598421	                70.6	           3405645.5	                  26	                   3	                   3	                 115	                 ---
06.10.23	            12:21:57	              477006	                1484	                  07	                (АЭ)	                  26	                38.0	                79.5	                79.5	             5243077	                67.2	           2289776.6	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:21:57	              477183	                1484	                  15	                (АЭ)	                  29	                39.0	                88.7	                88.7	             4724843	                66.7	           2173670.3	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:21:57	              970799	                1484	                  06	                (АЭ)	                2717	                78.4	              8311.4	                 4.2	        821261973529	               119.1	         906235054.2	               32000	                 941	                1993	                  62	                 -D-
06.10.23	            12:21:58	                2835	                1485	                  06	                (АЭ)	                  61	                45.4	               186.6	                 1.0	          1584936362	                92.0	          39811259.2	               11197	                 130	                 195	                  17	                 ---
06.10.23	            12:21:58	               14751	                1485	                  06	                (АЭ)	                  28	                38.7	                85.7	                17.1	            37062844	                75.7	           6087926.0	                 107	                  83	                   5	                  46	                 ---
06.10.23	            12:21:57	              970765	                1484	                  15	                (АЭ)	                2933	                79.1	              8972.2	                 3.6	       1105405517104	               120.4	        1051382669.2	               32000	                1476	                2498	                  78	                 -D-
06.10.23	            12:21:58	                2809	                1485	                  15	                (АЭ)	                  52	                44.0	               159.1	                 1.5	           861174256	                89.4	          29345770.7	                6251	                3874	                 109	                  17	                 ---
06.10.23	            12:21:58	                9680	                1485	                  15	                (АЭ)	                  28	                38.7	                85.7	                 3.7	           190283579	                82.8	          13794331.4	                2410	                 552	                  23	                   9	                 ---
06.10.23	            12:21:58	               12786	                1485	                  15	                (АЭ)	                  23	                36.9	                70.4	                14.1	            43040507	                76.3	           6560526.4	                 471	                 470	                   5	                  10	                 ---
06.10.23	            12:21:58	               15291	                1485	                  15	                (АЭ)	                  22	                36.6	                67.3	                67.3	            21845203	                73.4	           4673885.2	                   3	                   1	                   1	                 333	                 ---
06.10.23	            12:21:58	               15481	                1485	                  06	                (АЭ)	                  24	                37.3	                73.4	                36.7	            33656982	                75.3	           5801463.8	                 253	                 253	                   2	                   7	                 ---
06.10.23	            12:21:58	               16821	                1485	                  06	                (АЭ)	                  21	                36.2	                64.2	                64.2	            17485689	                72.4	           4181589.2	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:57	              970613	                1484	                  08	                (АЭ)	               12141	                91.4	             37139.9	                14.5	       1889964644023	               122.8	        1374759849.6	               32000	                 825	                2561	                  80	                 -D-
06.10.23	            12:21:57	              970804	                1484	                  01	                (АЭ)	                3092	                79.5	              9458.6	                 4.2	       1010213176024	               120.0	        1005093615.6	               32000	                1250	                2234	                  69	                 -D-
06.10.23	            12:21:57	              970722	                1484	                  03	                (АЭ)	                2571	                77.9	              7864.8	                 3.9	        711847716047	               118.5	         843710682.7	               32000	                 883	                2035	                  63	                 -D-
06.10.23	            12:21:57	              970644	                1484	                  07	                (АЭ)	                8839	                88.6	             27038.9	                11.1	       1288340543844	               121.1	        1135050899.2	               32000	                 845	                2427	                  75	                 -D-
06.10.23	            12:21:57	              970831	                1484	                  02	                (АЭ)	                3932	                81.6	             12028.2	                 4.9	        998785254938	               120.0	         999392442.9	               32000	                1191	                2472	                  77	                 -D-
06.10.23	            12:21:57	              970703	                1484	                  04	                (АЭ)	                6245	                85.6	             19103.8	                 7.9	       1095774260462	               120.4	        1046792367.4	               32000	                 886	                2426	                  75	                 -D-
06.10.23	            12:21:57	              970805	                1484	                  09	                (АЭ)	                2477	                77.6	              7577.3	                 3.3	        825717928534	               119.2	         908690226.9	               32000	                 941	                2265	                  70	                 -D-
06.10.23	            12:21:57	              970722	                1484	                  11	                (АЭ)	                3641	                80.9	             11138.0	                 5.0	        837570337013	               119.2	         915188689.3	               32000	                 895	                2215	                  69	                 -D-
06.10.23	            12:21:57	              970830	                1484	                  13	                (АЭ)	                4781	                83.3	             14625.3	                 6.2	       1106959966998	               120.4	        1052121650.3	               32000	                 956	                2355	                  73	                 -D-
06.10.23	            12:21:57	              970836	                1484	                  10	                (АЭ)	                1871	                75.2	              5723.5	                 2.6	        816657371502	               119.1	         903690971.2	               32000	                 965	                2238	                  69	                 -D-
06.10.23	            12:21:57	              970708	                1484	                  12	                (АЭ)	                2859	                78.8	              8745.8	                 3.7	        792148591393	               119.0	         890027298.1	               32000	                 881	                2394	                  74	                 -D-
06.10.23	            12:21:57	              970826	                1484	                  14	                (АЭ)	                7232	                86.9	             22123.1	                10.0	       1304331042987	               121.2	        1142073133.8	               32000	                 968	                2222	                  69	                 -D-
06.10.23	            12:21:58	                2901	                1485	                  10	                (АЭ)	                  61	                45.4	               186.6	                 1.7	           819791669	                89.1	          28632004.3	                5479	                 447	                 113	                  20	                 ---
06.10.23	            12:21:58	                8921	                1485	                  10	                (АЭ)	                  33	                40.1	               100.9	                16.8	            92077394	                79.6	           9595696.6	                 801	                 785	                   6	                   7	                 ---
06.10.23	            12:21:58	                2870	                1485	                  14	                (АЭ)	                  54	                44.4	               165.2	                 1.0	          1206464506	                90.8	          34734197.9	                7210	                1042	                 164	                  22	                 ---
06.10.23	            12:21:58	                2887	                1485	                  09	                (АЭ)	                  52	                44.0	               159.1	                 1.1	          1047271628	                90.2	          32361576.4	                8063	                 656	                 147	                  18	                 ---
06.10.23	            12:21:58	                2752	                1485	                  12	                (АЭ)	                  61	                45.4	               186.6	                 1.2	          1076270394	                90.3	          32806560.2	                8457	                1487	                 150	                  17	                 ---
06.10.23	            12:21:58	                2757	                1485	                  11	                (АЭ)	                  57	                44.8	               174.4	                 1.0	          1324228476	                91.2	          36389950.2	                8605	                  85	                 168	                  19	                 ---
06.10.23	            12:21:58	               10828	                1485	                  14	                (АЭ)	                  34	                40.3	               104.0	                10.4	            82697424	                79.2	           9093812.4	                 729	                   3	                  10	                  13	                 ---
06.10.23	            12:21:58	               11505	                1485	                  09	                (АЭ)	                  27	                38.3	                82.6	                13.8	            55383341	                77.4	           7441998.4	                 434	                 168	                   6	                  13	                 ---
06.10.23	            12:21:58	               11848	                1485	                  12	                (АЭ)	                  21	                36.2	                64.2	                32.1	            34932262	                75.4	           5910352.1	                 206	                   1	                   2	                   9	                 ---
06.10.23	            12:21:58	               10340	                1485	                  10	                (АЭ)	                  30	                39.3	                91.8	                 7.1	           138028736	                81.4	          11748563.1	                1889	                 725	                  13	                   6	                 ---
06.10.23	            12:21:58	                2898	                1485	                  13	                (АЭ)	                  57	                44.8	               174.4	                 1.2	          1148105949	                90.6	          33883712.2	                9544	                1677	                 150	                  15	                 ---
06.10.23	            12:21:58	               12477	                1485	                  09	                (АЭ)	                  24	                37.3	                73.4	                36.7	            20823987	                73.2	           4563330.7	                 126	                   1	                   2	                  15	                 ---
06.10.23	            12:21:58	               12668	                1485	                  14	                (АЭ)	                  23	                36.9	                70.4	                70.4	            19739045	                73.0	           4442864.5	                   2	                   2	                   1	                 500	                 ---
06.10.23	            12:21:58	               12774	                1485	                  10	                (АЭ)	                  23	                36.9	                70.4	                35.2	            22481626	                73.5	           4741479.3	                   3	                   3	                   2	                 666	                 ---
06.10.23	            12:21:58	               13231	                1485	                  14	                (АЭ)	                  22	                36.6	                67.3	                67.3	            17518160	                72.4	           4185470.1	                   2	                   2	                   1	                 500	                 ---
06.10.23	            12:21:58	               13701	                1485	                  09	                (АЭ)	                  23	                36.9	                70.4	                70.4	            15153165	                71.8	           3892706.7	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:21:58	               12089	                1485	                  11	                (АЭ)	                  33	                40.1	               100.9	                 6.7	           155706914	                81.9	          12478257.6	                1653	                1650	                  15	                   9	                 ---
06.10.23	            12:21:58	               13896	                1485	                  14	                (АЭ)	                  29	                39.0	                88.7	                44.4	            26482924	                74.2	           5146156.3	                  59	                  58	                   2	                  33	                 ---
06.10.23	            12:21:58	               13761	                1485	                  10	                (АЭ)	                  26	                38.0	                79.5	                39.8	            24908944	                74.0	           4990886.1	                  53	                  50	                   2	                  37	                 ---
06.10.23	            12:21:58	               13272	                1485	                  12	                (АЭ)	                  22	                36.6	                67.3	                16.8	            55030552	                77.4	           7418258.0	                 885	                   2	                   4	                   4	                 ---
06.10.23	            12:21:58	               14543	                1485	                  10	                (АЭ)	                  23	                36.9	                70.4	                70.4	            22336487	                73.5	           4726149.3	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:21:58	               14733	                1485	                  14	                (АЭ)	                  27	                38.3	                82.6	                82.6	            17258481	                72.4	           4154332.8	                   4	                   2	                   1	                 250	                 ---
06.10.23	            12:21:58	               14327	                1485	                  11	                (АЭ)	                  24	                37.3	                73.4	                10.5	            50463108	                77.0	           7103739.0	                 553	                 191	                   7	                  12	                 ---
06.10.23	            12:21:58	               14070	                1485	                  13	                (АЭ)	                  24	                37.3	                73.4	                18.4	            51019803	                77.1	           7142814.7	                 691	                   1	                   4	                   5	                 ---
06.10.23	            12:21:58	               15160	                1485	                  09	                (АЭ)	                  21	                36.2	                64.2	                64.2	            14097607	                71.5	           3754678.0	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:58	               15497	                1485	                  14	                (АЭ)	                  22	                36.6	                67.3	                67.3	            13923458	                71.4	           3731415.0	                   1	                   2	                   1	                1000	                 ---
06.10.23	            12:21:58	               16033	                1485	                  09	                (АЭ)	                  21	                36.2	                64.2	                64.2	            14093583	                71.5	           3754142.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:58	                2947	                1485	                  02	                (АЭ)	                  52	                44.0	               159.1	                 1.9	           697971471	                88.4	          26419149.7	                6449	                 211	                  83	                  12	                 ---
06.10.23	            12:21:58	                2689	                1485	                  07	                (АЭ)	                  55	                44.5	               168.2	                 1.4	          1081035195	                90.3	          32879099.7	                7128	                2643	                 124	                  17	                 ---
06.10.23	            12:21:58	               10534	                1485	                  07	                (АЭ)	                  27	                38.3	                82.6	                27.5	            46188936	                76.6	           6796244.3	                 308	                  62	                   3	                   9	                 ---
06.10.23	            12:21:58	                2778	                1485	                  04	                (АЭ)	                  61	                45.4	               186.6	                 1.3	          1171104032	                90.7	          34221397.3	                9155	                2470	                 145	                  15	                 ---
06.10.23	            12:21:58	                2785	                1485	                  03	                (АЭ)	                  57	                44.8	               174.4	                 0.9	          1422134183	                91.5	          37711194.4	                9491	                1759	                 188	                  19	                 ---
06.10.23	            12:21:58	                2645	                1485	                  08	                (АЭ)	                  62	                45.6	               189.7	                 0.9	          1798188079	                92.5	          42405047.8	                9644	                1032	                 222	                  23	                 ---
06.10.23	            12:21:58	               12637	                1485	                  04	                (АЭ)	                  21	                36.2	                64.2	                64.2	            21470236	                73.3	           4633598.6	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:58	               11523	                1485	                  07	                (АЭ)	                  28	                38.7	                85.7	                 7.8	           111648185	                80.5	          10566370.5	                1093	                 308	                  11	                  10	                 ---
06.10.23	            12:21:58	               12847	                1485	                  03	                (АЭ)	                  31	                39.5	                94.8	                47.4	            25563241	                74.1	           5056010.4	                  27	                  24	                   2	                  74	                 ---
06.10.23	            12:21:58	               13087	                1485	                  08	                (АЭ)	                  21	                36.2	                64.2	                64.2	            19692537	                72.9	           4437627.4	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:58	               11366	                1485	                  02	                (АЭ)	                  25	                37.7	                76.5	                 6.4	           117091051	                80.7	          10820861.9	                1772	                 526	                  12	                   6	                 ---
06.10.23	            12:21:58	               13442	                1485	                  07	                (АЭ)	                  26	                38.0	                79.5	                79.5	            17065243	                72.3	           4131009.9	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:21:58	                2850	                1485	                  01	                (АЭ)	                  60	                45.3	               183.5	                 0.9	          1506867957	                91.8	          38818397.1	               10716	                1802	                 200	                  18	                 ---
06.10.23	            12:21:58	               13208	                1485	                  04	                (АЭ)	                  23	                36.9	                70.4	                35.2	            49047648	                76.9	           7003402.6	                 443	                   2	                   2	                   4	                 ---
06.10.23	            12:21:58	               13802	                1485	                  08	                (АЭ)	                  22	                36.6	                67.3	                33.6	            26323374	                74.2	           5130631.0	                 133	                 133	                   2	                  15	                 ---
06.10.23	            12:21:58	               14090	                1485	                  02	                (АЭ)	                  22	                36.6	                67.3	                67.3	            14574948	                71.6	           3817715.0	                   1	                   2	                   1	                1000	                 ---
06.10.23	            12:21:58	               13626	                1485	                  03	                (АЭ)	                  23	                36.9	                70.4	                23.5	            25002054	                74.0	           5000205.4	                  57	                  29	                   3	                  52	                 ---
06.10.23	            12:21:58	               14308	                1485	                  07	                (АЭ)	                  22	                36.6	                67.3	                67.3	            18743469	                72.7	           4329372.9	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:21:58	               14220	                1485	                  01	                (АЭ)	                  27	                38.3	                82.6	                41.3	            27667059	                74.4	           5259948.6	                  30	                   1	                   2	                  66	                 ---
06.10.23	            12:21:58	               15002	                1485	                  01	                (АЭ)	                  21	                36.2	                64.2	                64.2	            17028280	                72.3	           4126533.6	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:21:58	               14433	                1485	                  04	                (АЭ)	                  24	                37.3	                73.4	                36.7	            33073056	                75.2	           5750917.8	                 374	                 373	                   2	                   5	                 ---
06.10.23	            12:21:58	               14513	                1485	                  03	                (АЭ)	                  23	                36.9	                70.4	                11.7	            69604377	                78.4	           8342923.7	                 884	                   2	                   6	                   6	                 ---
06.10.23	            12:21:58	               15477	                1485	                  07	                (АЭ)	                  22	                36.6	                67.3	                67.3	            19396362	                72.9	           4404130.2	                   1	                   1	                   1	                1000	                 ---
