Дата, дд.мм.гг	 Время, чч:мм:сс	               + мкс	  Время со старта, с	        Номер каналa	Тип информации  (АЭ)	      Амплитуда, АЦП	       Амплитуда, дБ	      Амплитуда, мкВ	  Ампл./Выбросы, мкВ	   Энергия*1e-24, Дж	         Энергия, дБ	      Энергия, MARSE	   Длительность, мкс	Время нарастания,мкс	      Число выбросов	Выбросы/Длительн,кГц	    Аппаратные флаги
06.10.23	            12:03:17	              818103	                 364	                  02	                (АЭ)	                  28	                38.7	                85.7	                 7.8	           133534563	                81.3	          11555715.6	                1604	                 931	                  11	                   6	                 ---
06.10.23	            12:03:17	              799284	                 364	                  04	                (АЭ)	                  91	                48.9	               278.4	                 0.4	          5271318942	                97.2	          72603849.4	               22254	                 175	                 702	                  31	                 ---
06.10.23	            12:03:17	              826108	                 364	                  06	                (АЭ)	                  24	                37.3	                73.4	                36.7	            24234154	                73.8	           4922819.7	                 233	                   1	                   2	                   8	                 ---
06.10.23	            12:03:17	              799298	                 364	                  08	                (АЭ)	                  82	                48.0	               250.8	                 0.3	          5859847952	                97.7	          76549643.7	               22011	                9977	                 761	                  34	                 ---
06.10.23	            12:03:17	              820368	                 364	                  02	                (АЭ)	                  26	                38.0	                79.5	                11.4	            82011779	                79.1	           9056035.5	                1337	                1337	                   7	                   5	                 ---
06.10.23	            12:03:17	              820969	                 364	                  03	                (АЭ)	                  35	                40.6	               107.1	                 9.7	           109169026	                80.4	          10448398.2	                1185	                1033	                  11	                   9	                 ---
06.10.23	            12:03:17	              827480	                 364	                  06	                (АЭ)	                  21	                36.2	                64.2	                64.2	            15507451	                71.9	           3937950.2	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              821393	                 364	                  07	                (АЭ)	                  25	                37.7	                76.5	                25.5	            25526558	                74.1	           5052381.4	                  20	                  17	                   3	                 150	                 ---
06.10.23	            12:03:17	              799257	                 364	                  01	                (АЭ)	                 114	                50.8	               348.7	                 0.4	          7480675375	                98.7	          86490897.6	               22605	                 499	                 799	                  35	                 ---
06.10.23	            12:03:17	              822382	                 364	                  04	                (АЭ)	                  22	                36.6	                67.3	                67.3	            19343959	                72.9	           4398176.8	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              821875	                 364	                  08	                (АЭ)	                  29	                39.0	                88.7	                22.2	            35531535	                75.5	           5960833.4	                 253	                 252	                   4	                  15	                 ---
06.10.23	            12:03:17	              822636	                 364	                  01	                (АЭ)	                  26	                38.0	                79.5	                13.3	            45239214	                76.6	           6726010.3	                 378	                   1	                   6	                  15	                 ---
06.10.23	            12:03:17	              823016	                 364	                  04	                (АЭ)	                  25	                37.7	                76.5	                76.5	            20725262	                73.2	           4552500.7	                   4	                   3	                   1	                 250	                 ---
06.10.23	            12:03:17	              822141	                 364	                  07	                (АЭ)	                  29	                39.0	                88.7	                11.1	            83842537	                79.2	           9156557.1	                1557	                   1	                   8	                   5	                 ---
06.10.23	            12:03:17	              823594	                 364	                  01	                (АЭ)	                  23	                36.9	                70.4	                23.5	            41915420	                76.2	           6474211.9	                 496	                 495	                   3	                   6	                 ---
06.10.23	            12:03:17	              822922	                 364	                  03	                (АЭ)	                  23	                36.9	                70.4	                14.1	            78140273	                78.9	           8839698.7	                 978	                   1	                   5	                   5	                 ---
06.10.23	            12:03:17	              823931	                 364	                  08	                (АЭ)	                  26	                38.0	                79.5	                79.5	            19929102	                73.0	           4464202.2	                   4	                   3	                   1	                 250	                 ---
06.10.23	            12:03:17	              824689	                 364	                  01	                (АЭ)	                  21	                36.2	                64.2	                64.2	            17950490	                72.5	           4236801.9	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              823928	                 364	                  04	                (АЭ)	                  21	                36.2	                64.2	                64.2	            21134479	                73.2	           4597225.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              824425	                 364	                  07	                (АЭ)	                  21	                36.2	                64.2	                64.2	            16321392	                72.1	           4039974.3	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              827627	                 364	                  01	                (АЭ)	                  21	                36.2	                64.2	                64.2	            12323463	                70.9	           3510479.0	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              825023	                 364	                  03	                (АЭ)	                  21	                36.2	                64.2	                64.2	            22891404	                73.6	           4784496.2	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              826077	                 364	                  08	                (АЭ)	                  21	                36.2	                64.2	                64.2	            11614984	                70.7	           3408076.4	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              799031	                 364	                  11	                (АЭ)	                 188	                55.2	               575.1	                 0.7	          7716495185	                98.9	          87843583.6	               22031	                  20	                 808	                  36	                 ---
06.10.23	            12:03:17	              799019	                 364	                  14	                (АЭ)	                 105	                50.1	               321.2	                 0.4	          6247805146	                98.0	          79043058.8	               22707	                  99	                 755	                  33	                 ---
06.10.23	            12:03:17	              799084	                 364	                  15	                (АЭ)	                 142	                52.8	               434.4	                 0.6	          5759177205	                97.6	          75889243.0	               20954	                  33	                 702	                  33	                 ---
06.10.23	            12:03:17	              799031	                 364	                  09	                (АЭ)	                 220	                56.6	               673.0	                 0.9	          5872220450	                97.7	          76630414.7	               22422	                  11	                 722	                  32	                 ---
06.10.23	            12:03:17	              821772	                 364	                  11	                (АЭ)	                  24	                37.3	                73.4	                73.4	            22914237	                73.6	           4786881.8	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              822422	                 364	                  14	                (АЭ)	                  27	                38.3	                82.6	                20.6	            57730088	                77.6	           7598031.8	                 573	                 222	                   4	                   6	                 ---
06.10.23	            12:03:17	              820577	                 364	                  15	                (АЭ)	                  26	                38.0	                79.5	                39.8	            42816388	                76.3	           6543423.3	                 370	                   2	                   2	                   5	                 ---
06.10.23	            12:03:17	              822136	                 364	                  09	                (АЭ)	                  23	                36.9	                70.4	                14.1	            45625129	                76.6	           6754637.6	                 539	                 308	                   5	                   9	                 ---
06.10.23	            12:03:17	              799237	                 364	                  12	                (АЭ)	                 212	                56.2	               648.5	                 0.9	          6160983275	                97.9	          78491931.3	               22618	                 141	                 690	                  30	                 ---
06.10.23	            12:03:17	              799167	                 364	                  13	                (АЭ)	                  87	                48.5	               266.1	                 0.4	          5102975453	                97.1	          71435113.6	               23973	               11109	                 727	                  30	                 ---
06.10.23	            12:03:17	              821712	                 364	                  15	                (АЭ)	                  21	                36.2	                64.2	                64.2	            21113704	                73.2	           4594965.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              798820	                 364	                  10	                (АЭ)	                 186	                55.1	               569.0	                 0.7	          6959898647	                98.4	          83426007.0	               24404	                  85	                 771	                  31	                 ---
06.10.23	            12:03:17	              822548	                 364	                  12	                (АЭ)	                  21	                36.2	                64.2	                64.2	            21082075	                73.2	           4591522.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              823656	                 364	                  14	                (АЭ)	                  23	                36.9	                70.4	                35.2	            29323763	                74.7	           5415142.0	                 181	                   2	                   2	                  11	                 ---
06.10.23	            12:03:17	              823660	                 364	                  15	                (АЭ)	                  21	                36.2	                64.2	                64.2	            16194968	                72.1	           4024297.3	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              823443	                 364	                  09	                (АЭ)	                  23	                36.9	                70.4	                35.2	            19414797	                72.9	           4406222.6	                   2	                   1	                   2	                1000	                 ---
06.10.23	            12:03:17	              822433	                 364	                  11	                (АЭ)	                  23	                36.9	                70.4	                14.1	            52902216	                77.2	           7273390.9	                 536	                   1	                   5	                   9	                 ---
06.10.23	            12:03:17	              825592	                 364	                  13	                (АЭ)	                  24	                37.3	                73.4	                73.4	            14480621	                71.6	           3805341.1	                   3	                   1	                   1	                 333	                 ---
06.10.23	            12:03:17	              824464	                 364	                  15	                (АЭ)	                  26	                38.0	                79.5	                79.5	            16961839	                72.3	           4118475.4	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:03:17	              824196	                 364	                  09	                (АЭ)	                  22	                36.6	                67.3	                67.3	            16223416	                72.1	           4027830.2	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:03:17	              823715	                 364	                  11	                (АЭ)	                  22	                36.6	                67.3	                33.6	            42836227	                76.3	           6544939.0	                 416	                   1	                   2	                   4	                 ---
06.10.23	            12:03:17	              826646	                 364	                  13	                (АЭ)	                  22	                36.6	                67.3	                67.3	            12465982	                71.0	           3530719.8	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              825051	                 364	                  15	                (АЭ)	                  22	                36.6	                67.3	                67.3	            18252092	                72.6	           4272246.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:17	              825588	                 364	                  09	                (АЭ)	                  22	                36.6	                67.3	                67.3	             9478694	                69.8	           3078748.8	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:21	              820204	                 368	                  06	                (АЭ)	                9985	                89.7	             30544.6	                12.9	       1336450389484	               121.3	        1156049475.4	               32000	                  50	                2364	                  73	                 -D-
06.10.23	            12:03:21	              852239	                 368	                  06	                (АЭ)	                  77	                47.4	               235.5	                 1.2	          1775359092	                92.5	          42135010.3	               10395	                 318	                 200	                  19	                 ---
06.10.23	            12:03:21	              863462	                 368	                  06	                (АЭ)	                  33	                40.1	               100.9	                50.5	            30875565	                74.9	           5556578.6	                  76	                  74	                   2	                  26	                 ---
06.10.23	            12:03:21	              864113	                 368	                  06	                (АЭ)	                  28	                38.7	                85.7	                42.8	            28758833	                74.6	           5362726.3	                 146	                 144	                   2	                  13	                 ---
06.10.23	            12:03:21	              865059	                 368	                  06	                (АЭ)	                  26	                38.0	                79.5	                26.5	            33925457	                75.3	           5824556.4	                 289	                  26	                   3	                  10	                 ---
06.10.23	            12:03:21	              866263	                 368	                  06	                (АЭ)	                  22	                36.6	                67.3	                22.4	            28849416	                74.6	           5371165.3	                 166	                   1	                   3	                  18	                 ---
06.10.23	            12:03:21	              868737	                 368	                  06	                (АЭ)	                  21	                36.2	                64.2	                64.2	            11897215	                70.8	           3449234.0	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:21	              820293	                 368	                  15	                (АЭ)	                6017	                85.3	             18406.3	                 6.6	       1910203388044	               122.8	        1382101077.4	               32000	                 581	                2805	                  87	                 -D-
06.10.23	            12:03:21	              852351	                 368	                  15	                (АЭ)	                  54	                44.4	               165.2	                 1.0	          1338921426	                91.3	          36591275.3	               10974	                1172	                 165	                  15	                 ---
06.10.23	            12:03:21	              864251	                 368	                  15	                (АЭ)	                  31	                39.5	                94.8	                94.8	            19617206	                72.9	           4429131.6	                   6	                   3	                   1	                 166	                 ---
06.10.23	            12:03:21	              864827	                 368	                  15	                (АЭ)	                  26	                38.0	                79.5	                79.5	            19196948	                72.8	           4381432.2	                   4	                   1	                   1	                 250	                 ---
06.10.23	            12:03:21	              865459	                 368	                  15	                (АЭ)	                  22	                36.6	                67.3	                67.3	             9816604	                69.9	           3133146.0	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:21	              869370	                 368	                  15	                (АЭ)	                  21	                36.2	                64.2	                64.2	            13036807	                71.2	           3610651.9	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:21	              820297	                 368	                  07	                (АЭ)	               12838	                91.9	             39272.1	                14.7	       1643930051812	               122.2	        1282158356.8	               32000	                 111	                2670	                  83	                 -D-
06.10.23	            12:03:21	              820347	                 368	                  02	                (АЭ)	                7460	                87.2	             22820.5	                 8.2	       1536996115069	               121.9	        1239756474.1	               32000	                 852	                2777	                  86	                 -D-
06.10.23	            12:03:21	              820382	                 368	                  03	                (АЭ)	                5941	                85.2	             18173.8	                 8.1	       1066381859769	               120.3	        1032657668.2	               32000	                 166	                2247	                  70	                 -D-
06.10.23	            12:03:21	              820439	                 368	                  08	                (АЭ)	               10794	                90.4	             33019.4	                11.6	       2742763269808	               124.4	        1656129001.6	               32000	                 196	                2847	                  88	                 -D-
06.10.23	            12:03:21	              820381	                 368	                  01	                (АЭ)	                4873	                83.5	             14906.8	                 6.2	       1475329317041	               121.7	        1214631350.3	               32000	                 562	                2419	                  75	                 -D-
06.10.23	            12:03:21	              820492	                 368	                  04	                (АЭ)	                7674	                87.4	             23475.2	                 8.6	       1678558756462	               122.2	        1295592048.6	               32000	                 239	                2725	                  85	                 -D-
06.10.23	            12:03:21	              852384	                 368	                  02	                (АЭ)	                  56	                44.7	               171.3	                 1.4	           896376116	                89.5	          29939541.0	                7242	                 813	                 123	                  16	                 ---
06.10.23	            12:03:21	              852486	                 368	                  08	                (АЭ)	                  49	                43.5	               149.9	                 0.8	          1299279575	                91.1	          36045520.9	                8113	                1431	                 177	                  21	                 ---
06.10.23	            12:03:21	              860175	                 368	                  02	                (АЭ)	                  31	                39.5	                94.8	                15.8	            69360325	                78.4	           8328284.7	                 614	                   4	                   6	                   9	                 ---
06.10.23	            12:03:21	              852422	                 368	                  03	                (АЭ)	                  61	                45.4	               186.6	                 0.9	          1727227010	                92.4	          41559920.7	                9042	                1144	                 199	                  22	                 ---
06.10.23	            12:03:21	              861467	                 368	                  08	                (АЭ)	                  23	                36.9	                70.4	                70.4	            27676885	                74.4	           5260882.5	                   3	                   3	                   1	                 333	                 ---
06.10.23	            12:03:21	              861458	                 368	                  02	                (АЭ)	                  25	                37.7	                76.5	                25.5	            35015827	                75.4	           5917417.2	                 321	                 203	                   3	                   9	                 ---
06.10.23	            12:03:21	              820320	                 368	                  14	                (АЭ)	                2536	                77.8	              7757.8	                 3.0	       1144595583766	               120.6	        1069857740.0	               32000	                 129	                2546	                  79	                 -D-
06.10.23	            12:03:21	              820209	                 368	                  10	                (АЭ)	                3653	                81.0	             11174.7	                 4.5	       1168318130743	               120.7	        1080887658.7	               32000	                 929	                2500	                  78	                 -D-
06.10.23	            12:03:21	              820298	                 368	                  11	                (АЭ)	               10026	                89.7	             30670.0	                12.4	       1680751486814	               122.3	        1296437999.6	               32000	                 114	                2474	                  77	                 -D-
06.10.23	            12:03:21	              820451	                 368	                  13	                (АЭ)	                2596	                78.0	              7941.3	                 3.0	       1082064511806	               120.3	        1040223299.0	               32000	                 912	                2654	                  82	                 -D-
06.10.23	            12:03:21	              820296	                 368	                  09	                (АЭ)	                8322	                88.1	             25457.4	                10.0	       1681460423557	               122.3	        1296711387.9	               32000	                 594	                2553	                  79	                 -D-
06.10.23	            12:03:21	              820436	                 368	                  12	                (АЭ)	               11908	                91.2	             36427.2	                14.2	       2121108977000	               123.3	        1456402752.3	               32000	                 233	                2563	                  80	                 -D-
06.10.23	            12:03:21	              852333	                 368	                  09	                (АЭ)	                  49	                43.5	               149.9	                 0.9	          1153731386	                90.6	          33966621.6	                7654	                3153	                 158	                  20	                 ---
06.10.23	            12:03:21	              852468	                 368	                  12	                (АЭ)	                  62	                45.6	               189.7	                 1.2	          1118845258	                90.5	          33449144.4	                8065	                2090	                 157	                  19	                 ---
06.10.23	            12:03:21	              860611	                 368	                  09	                (АЭ)	                  22	                36.6	                67.3	                22.4	            32752645	                75.2	           5722992.6	                 204	                 164	                   3	                  14	                 ---
06.10.23	            12:03:21	              852404	                 368	                  14	                (АЭ)	                  57	                44.8	               174.4	                 0.9	          1369372802	                91.4	          37005037.5	                8407	                 450	                 186	                  22	                 ---
06.10.23	            12:03:21	              852308	                 368	                  10	                (АЭ)	                  56	                44.7	               171.3	                 0.9	          1297442734	                91.1	          36020032.4	                8625	                 676	                 189	                  21	                 ---
06.10.23	            12:03:21	              861186	                 368	                  12	                (АЭ)	                  27	                38.3	                82.6	                20.6	            47030389	                76.7	           6857870.6	                 554	                   3	                   4	                   7	                 ---
06.10.23	            12:03:21	              852483	                 368	                  13	                (АЭ)	                  48	                43.3	               146.8	                 0.9	          1184480059	                90.7	          34416276.1	                9027	                 535	                 164	                  18	                 ---
06.10.23	            12:03:21	              861790	                 368	                  10	                (АЭ)	                  34	                40.3	               104.0	                26.0	            47860238	                76.8	           6918109.4	                 285	                   3	                   4	                  14	                 ---
06.10.23	            12:03:21	              862284	                 368	                  12	                (АЭ)	                  28	                38.7	                85.7	                21.4	            35938131	                75.6	           5994842.0	                 174	                  29	                   4	                  22	                 ---
06.10.23	            12:03:21	              861614	                 368	                  14	                (АЭ)	                  36	                40.8	               110.1	                13.8	            75833297	                78.8	           8708231.6	                 850	                 512	                   8	                   9	                 ---
06.10.23	            12:03:21	              861528	                 368	                  09	                (АЭ)	                  27	                38.3	                82.6	                11.8	            69072012	                78.4	           8310957.3	                1071	                1021	                   7	                   6	                 ---
06.10.23	            12:03:21	              862972	                 368	                  10	                (АЭ)	                  24	                37.3	                73.4	                36.7	            34476069	                75.4	           5871632.6	                  91	                  91	                   2	                  21	                 ---
06.10.23	            12:03:21	              862222	                 368	                  13	                (АЭ)	                  29	                39.0	                88.7	                17.7	            75732981	                78.8	           8702469.8	                1087	                   2	                   5	                   4	                 ---
06.10.23	            12:03:21	              852330	                 368	                  11	                (АЭ)	                  75	                47.2	               229.4	                 1.2	          1596804475	                92.0	          39960036.0	               10975	                 769	                 188	                  17	                 ---
06.10.23	            12:03:21	              863720	                 368	                  09	                (АЭ)	                  22	                36.6	                67.3	                67.3	            23652754	                73.7	           4863409.7	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:03:21	              863603	                 368	                  12	                (АЭ)	                  23	                36.9	                70.4	                70.4	            24259045	                73.8	           4925347.2	                   3	                   1	                   1	                 333	                 ---
06.10.23	            12:03:21	              863822	                 368	                  14	                (АЭ)	                  23	                36.9	                70.4	                23.5	            26985999	                74.3	           5194805.0	                  31	                  30	                   3	                  96	                 ---
06.10.23	            12:03:21	              864078	                 368	                  11	                (АЭ)	                  25	                37.7	                76.5	                25.5	            34881636	                75.4	           5906067.7	                  83	                  26	                   3	                  36	                 ---
06.10.23	            12:03:21	              864253	                 368	                  13	                (АЭ)	                  22	                36.6	                67.3	                33.6	            17712989	                72.5	           4208680.2	                   4	                   3	                   2	                 500	                 ---
06.10.23	            12:03:21	              864352	                 368	                  12	                (АЭ)	                  23	                36.9	                70.4	                70.4	            15716972	                72.0	           3964463.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:21	              864756	                 368	                  14	                (АЭ)	                  26	                38.0	                79.5	                39.8	            22917232	                73.6	           4787194.5	                 113	                   2	                   2	                  17	                 ---
06.10.23	            12:03:21	              864945	                 368	                  11	                (АЭ)	                  24	                37.3	                73.4	                73.4	            21780821	                73.4	           4666992.7	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:03:21	              864083	                 368	                  10	                (АЭ)	                  22	                36.6	                67.3	                13.5	            71034996	                78.5	           8428226.1	                1268	                   1	                   5	                   3	                 ---
06.10.23	            12:03:21	              865190	                 368	                  13	                (АЭ)	                  23	                36.9	                70.4	                35.2	            33114604	                75.2	           5754529.0	                 391	                 390	                   2	                   5	                 ---
06.10.23	            12:03:21	              865857	                 368	                  14	                (АЭ)	                  21	                36.2	                64.2	                64.2	            17619131	                72.5	           4197514.8	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:21	              866135	                 368	                  11	                (АЭ)	                  22	                36.6	                67.3	                67.3	            19173741	                72.8	           4378783.0	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:03:21	              866724	                 368	                  11	                (АЭ)	                  21	                36.2	                64.2	                64.2	            19180853	                72.8	           4379595.0	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:03:21	              867091	                 368	                  12	                (АЭ)	                  22	                36.6	                67.3	                67.3	            13105774	                71.2	           3620189.8	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:21	              866469	                 368	                  14	                (АЭ)	                  25	                37.7	                76.5	                25.5	            26755330	                74.3	           5172555.4	                 375	                 323	                   3	                   8	                 ---
06.10.23	            12:03:21	              867647	                 368	                  14	                (АЭ)	                  27	                38.3	                82.6	                82.6	            19427524	                72.9	           4407666.5	                   3	                   3	                   1	                 333	                 ---
06.10.23	            12:03:21	              868470	                 368	                  13	                (АЭ)	                  21	                36.2	                64.2	                64.2	             8361280	                69.2	           2891587.9	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:21	              852358	                 368	                  07	                (АЭ)	                  64	                45.8	               195.8	                 1.1	          1478474171	                91.7	          38450932.0	                9800	                1102	                 173	                  17	                 ---
06.10.23	            12:03:21	              862060	                 368	                  03	                (АЭ)	                  26	                38.0	                79.5	                13.3	            76201152	                78.8	           8729327.1	                 504	                 449	                   6	                  11	                 ---
06.10.23	            12:03:21	              862978	                 368	                  02	                (АЭ)	                  21	                36.2	                64.2	                64.2	            17005727	                72.3	           4123800.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:21	              852550	                 368	                  04	                (АЭ)	                  61	                45.4	               186.6	                 1.1	          1354357290	                91.3	          36801593.6	               10468	                 411	                 175	                  16	                 ---
06.10.23	            12:03:21	              852422	                 368	                  01	                (АЭ)	                  65	                46.0	               198.8	                 0.8	          1869054916	                92.7	          43232567.8	               10848	                1345	                 251	                  23	                 ---
06.10.23	            12:03:21	              863197	                 368	                  03	                (АЭ)	                  28	                38.7	                85.7	                17.1	            33084191	                75.2	           5751885.9	                 131	                 129	                   5	                  38	                 ---
06.10.23	            12:03:21	              862029	                 368	                  08	                (АЭ)	                  32	                39.8	                97.9	                 6.5	           124572138	                81.0	          11161188.9	                1502	                  81	                  15	                   9	                 ---
06.10.23	            12:03:21	              863249	                 368	                  07	                (АЭ)	                  26	                38.0	                79.5	                19.9	            38510681	                75.9	           6205697.5	                 354	                 352	                   4	                  11	                 ---
06.10.23	            12:03:21	              863894	                 368	                  01	                (АЭ)	                  41	                42.0	               125.4	               125.4	            27495999	                74.4	           5243662.7	                   6	                   3	                   1	                 166	                 ---
06.10.23	            12:03:21	              863912	                 368	                  03	                (АЭ)	                  26	                38.0	                79.5	                19.9	            34287229	                75.4	           5855529.8	                 124	                   1	                   4	                  32	                 ---
06.10.23	            12:03:21	              864331	                 368	                  02	                (АЭ)	                  22	                36.6	                67.3	                67.3	            17786261	                72.5	           4217376.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:03:21	              864125	                 368	                  04	                (АЭ)	                  23	                36.9	                70.4	                70.4	            13855146	                71.4	           3722250.2	                   2	                   2	                   1	                 500	                 ---
06.10.23	            12:03:21	              864260	                 368	                  08	                (АЭ)	                  26	                38.0	                79.5	                26.5	            35242192	                75.5	           5936513.4	                 274	                   2	                   3	                  10	                 ---
