dset Тип Время,мкс Время,чч:мм:сс +мкс Номерканалa Амплитуда,дБ Энергия*1e-24,Дж Энергия,дБ Длительность,мкс Времянарастания,мкс Числовыбросов Выбросы/Длительн,кГц
1258 ev 12:06:12.749278 12:06:12 749278 2 36.9 28005718 74.5 169 1 3 17
1259 ev 12:06:12.749303 12:06:12 749303 13 36.9 22290634 73.5 1 1 1 1000
1260 ev 12:06:12.749461 12:06:12 749461 7 39.3 34221350 75.3 77 2 3 38
1261 ev 12:06:12.749509 12:06:12 749509 8 36.2 23241760 73.7 1 1 1 1000
1262 ev 12:06:12.749696 12:06:12 749696 3 38.3 30872009 74.9 27 26 2 74
1263 ev 12:06:12.749746 12:06:12 749746 9 37.7 41322417 76.2 392 391 3 7
1264 ev 12:06:12.749857 12:06:12 749857 14 36.2 31361328 75.0 210 1 2 9
1265 ev 12:06:12.750022 12:06:12 750022 12 37.7 61600938 77.9 966 620 5 5
1266 ev 12:06:12.750080 12:06:12 750080 13 36.2 21374880 73.3 2 1 1 500
1267 ev 12:06:12.750110 12:06:12 750110 4 36.2 27474570 74.4 100 1 2 20
1268 ev 12:06:12.750295 12:06:12 750295 2 37.7 29565755 74.7 314 3 2 6
1269 ev 12:06:12.750432 12:06:12 750432 3 36.2 37407678 75.7 471 1 3 6
1270 ev 12:06:12.750456 12:06:12 750456 1 39.0 81029398 79.1 1187 304 10 8
1271 ev 12:06:12.750593 12:06:12 750593 7 36.9 44900930 76.5 600 368 4 6
1272 ev 12:06:12.750716 12:06:12 750716 8 39.3 49594143 77.0 471 3 4 8
1273 ev 12:06:12.750716 12:06:12 750716 15 38.0 40147452 76.0 304 2 2 6
1274 ev 12:06:12.750956 12:06:12 750956 10 36.9 22816635 73.6 3 1 1 333
1275 ev 12:06:12.751148 12:06:12 751148 14 36.6 36941567 75.7 307 3 3 9
1276 ev 12:06:12.751282 12:06:12 751282 2 36.2 17842408 72.5 1 1 1 1000
1277 ev 12:06:12.751337 12:06:12 751337 6 38.3 49728521 77.0 445 445 8 17
1278 ev 12:06:12.751344 12:06:12 751344 4 36.6 12803705 71.1 2 1 1 500
1279 ev 12:06:12.751549 12:06:12 751549 13 37.7 17517411 72.4 3 1 1 333
1280 ev 12:06:12.752185 12:06:12 752185 9 37.3 33489758 75.2 429 308 4 9
1281 ev 12:06:12.752201 12:06:12 752201 10 36.2 14113421 71.5 1 1 1 1000
1282 ev 12:06:12.752353 12:06:12 752353 6 36.9 24941883 74.0 1 1 1 1000
1283 ev 12:06:12.752449 12:06:12 752449 1 37.7 25784459 74.1 212 210 2 9
1284 ev 12:06:12.752724 12:06:12 752724 7 36.6 18670291 72.7 1 1 1 1000
1285 ev 12:06:12.752845 12:06:12 752845 13 36.6 12301753 70.9 2 1 2 1000
1286 ev 12:06:12.753034 12:06:12 753034 10 36.6 15460569 71.9 1 1 1 1000
